,Site,Text
38,/wiki/Drax_residence,"The Drax Estate was the fictional Californian residence of billionaire industrialist Hugo Drax. The location, comprising of Drax's French château, private estate grounds and a shuttle-manufacturing complex, appeared in the 1979 James Bond film Moonraker.
After a Moonraker space shuttle is stolen in transit from America to Britain, the Secret Intelligence Service (SIS/MI6) sends James Bond to investigate Hugo Drax's Moonraker manufacturing plant in California. Bond meets with him at his mansion in California, which has been shipped stone-by-stone from France. While there, Drax and Bond go hunting in the estate grounds, where an assassination attempt by one of Drax's men is foiled. At Drax's research facility Bond meets Dr. Goodhead who sets him up in a machine which simulates g forces, although one of Drax's men tries to kill him by making it spin dangerously fast.
"
39,/wiki/By_Royal_Command,"By Royal Command is the fifth and final novel in the Young Bond series by Charlie Higson, depicting Ian Fleming's superspy James Bond as a teenager in the 1930s. The novel was released in the UK in 2009 by Puffin Books.
Following a treacherous rescue mission high in the freezing Alps, James Bond is preparing for life back at Eton. But James is under surveillance; his every move is being watched. He alone holds the clue to a sinister plot that will bring bloodshed and carnage to his school - and his country. Forced to flee from Eton to Austria, James must leave behind everything he knows, with only a beautiful - and dangerous - girl by his side. Soon he is trapped in a deadly war of secrets and lies, as a nightmare reunion with a bitter enemy plunges him once more into the face of death. Life for James Bond will never be the same again.
‘No,’ said James. ‘I’ve given you enough chances. Face facts. I’m a better player than any of you, and if you carry on you’ll all end up with nothing.’ 
‘Well, if you will not give us the chance to win the money fairly, we will have to 
take it,’ said Gerhardt, jutting his big chin out aggressively. 
‘Don’t be stupid,’ said James. ‘You may be dressed up like toy soldiers, but I’ll bet you know nothing about fighting. Believe me. If you take me on, you will lose again. My advice to you is to spend a little less time learning to march about waving flags and a little more time learning to play cards. Until then, you should steer clear of any game more complicated than snap.’
"
40,/wiki/British_Rear_Admiral,"The British Rear Admiral was a fictional naval officer working with British intelligence. He appeared in the 1963 James Bond film, From Russia With Love. He was played by actor Pat Ryan.
The Rear Admiral sits in M's office and listens to the tape with Tatiana Romanova describing the 'Lector' to Bond.
"
41,/wiki/Annabelle_Chung,"Annabel Chung is a fictional freelance photographer employed by Jamaican newspaper, the Daily Gleaner; in reality she is employed by evil scientist Dr. Julius No to spy on James Bond. A supporting antagonist and Bond Girl in Dr. No, Annabel is portrayed by former Miss Jamaica, Marguerite LeWars.
Annabel Chung first appears in the film at Kingston airport where she attempts to take a photograph of James Bond as he arrives in Jamaica. Bond half-consciously shields his face with his hat and gets into a car chauffeured by another of Dr. No's minions, Jones.
She later tries to take another photo of Bond a as he is discussing plans with Felix Leiter and Quarrel at a Jamaican calypso restaurant. This time she is spotted by Bond who orders Quarrel to seize her. Bond asks her who she is working for and she replies that she was working for the Daily Gleaner, a local newspaper in Kingston. When Bond asks the head waiter, Puss-Feller, to check it out, she is forced to change her story and confess that she was a freelance photographer. She then attempts to physically harm Quarrel by cutting his face with a broken flashbulb from her camera. Quarrel seems unaffected and threatens to break her arm. Bond then destroys her film and she is set free, never to be seen again, after stating that the men will be sorry for their actions.
"
42,/wiki/General_Grubozaboyschikov_(Literary),"""G."""
43,/wiki/Eurocopter_Tiger,"The Tiger is a high-tech stealth vehicle, developed by Eurocopter for the advanced technological battlefield of the 21st century. A prototype of the aircraft was being tested off of the French frigate La Fayette, which was in dock in Monte Carlo for a public demonstration when it was stolen by Janus Operatives, Xenia Onatopp and Arkady Orumov. It was sought it out for it's anti-radiation properties, to utilize during their test fire of the electromagnetic super-weapon: GoldenEye. The two operatives murdered the pilots and then impersonated them as they hijacked the helicopter. James Bond attempted to thwart the theft, but was restrained by French authorities as the stolen Tiger left the scene.
Onatopp and Ourumov then used the helicopter for their infiltration of Severnaya, where they murdered the technical staff and stole the key to the GoldenEye. They then fled the scene aboard the Tiger as the weapon was fired upon Severnaya to wipe clean any evidence of their activities. As designed, the Tiger safely fled the area, unaffected by the resulting EMP which destroyed the facility and a trio of Russian MIGs deployed to investigate the situation. Monitoring the scene via satellite surveillance, MI6 lost track of the Tiger in the aftermath of the blast; 007 was sent to track down the Tiger and the GoldenEye before either could be used again.
In his face-to-face meeting with Janus, 007 discovered the Tiger helicopter at a statue park in St. Petersburg where Janus awaited his arrival. Janus himself, revealed to be Bond's former ally Alec Trevelyan then captured Bond and strapped both him and Severnaya survivor Natalya Simonova in the Tiger, intending to destroy it along with themselves. The Tiger launched a pair of anti-aircraft missiles at itself, and Bond hit the eject button just as the missiles found their target, destroying the Tiger.
The Eurocopter Tiger is renamed the ""Pirate"", a stealth helicopter of similar design that is targeted for theft by Janus while undergoing testing aboard the FS La Fayette. To steal it, a team of Janus commandos overtake the vessel and take the crew hostage, intending to blow up the vessel as they flee with their prize. MI6 sends Bond to resolve the crisis, saving the ship and its crew but unable to prevent the Pirate's capture. However, Bond plants a tracking bug on the vehicle, prompting him to pursue it to Russia in the hopes of finding Janus. The helicopter as in the film is finally found in the statue park in St. Petersburg, where Bond rescues Natalya before it is destroyed by Janus. Bond eventually recovers the flight recorder from Defense Minister Dmitri Mishkin at the Archives, proving the traitorous General Ourumov's involvement with Janus.
Development of the real-life Tiger started during the Cold War, and it was initially intended as an anti-tank helicopter platform to be used against a Soviet ground invasion of Western Europe. During its prolonged development period the Soviet Union collapsed, but France and Germany chose to proceed with the Tiger, developing it instead as a multirole attack helicopter. It first entered service in 2003 and achieved operational readiness in 2008.
In GoldenEye 007 the Tiger's spiritual counterpart, the ""Pirate"" strongly resembles the American-built AH-64 Apache gunship.
"
44,/wiki/Carlos_(Claudio_Santamaria),"Weapons manufacturerCarlos Nikolic was the assumed identity of a fictional freelance weapons manufacturer and terrorist. A minor antagonist, the character first appeared in the 2006 James Bond film, Casino Royale, portrayed by Italian actor, Claudio Santamaria, and was later seen in the 2008 video-game, 007: Quantum of Solace.
The terrorist financier Le Chiffre uses a Ugandan warlord's money to short-sell stock in Skyfleet, a promising aerospace company, thus betting the money on the company's failure. After his original bomb-maker is killed by James Bond in Madagascar, Carlos is hired to destroy the company's Skyfleet S570 prototype.
After 007 has killed his boss Alex Dimitrios, the spy notices that the ticket has disappeared and that the bag that was stored in the cloakroom under that ticket has gone. Running outside to be confronted by the mass of people, Bond uses quick thinking to call the person using Dimitrios' phone, since he had sent a text to him already. After identifying the target, Bond follows Carlos to Miami International airport.
At the airport, Bond follows the terrorist who changes into a police uniform. He enters a restricted area just before Bond can stop the entry door from closing. Thinking about it for a few moments, Bond gets an idea that the text sent to Mollaka might spell out the numbers to use on the keypad. Luckily, Bond's guess is right and he makes a hurried pursuit.
In order to distract security staff and remain unchallenged, Carlos activates the sprinkler system as a diversion, and walks out onto the runway. He commandeers a fuel truck and before heading off towards the Skyfleet S570prototype, attaches a small keyring bomb to the underside of the tanker. Bond pursues Carlos on foot, managing to run up some aircraft stairs and jumps on top of the tanker. Carlos tries to dislodge Bond by running the tanker into all sorts of aircraft vehicles, while he tries to get Carlos out of the cabin. As the tanker approaches the Skyfleet S570 prototype, Carlos jumps from the tanker leaving Bond to stop the tanker just before it hits the plane. After Bond is arrested by police, Carlos smugly activates his bomb's detonator. During the fight however, Bond had managed to remove the bomb from the tanker, placing it on Carlos' belt. He realises this too late when he is killed in the resulting explosion.
During the course of the 2008 video-game 007: Quantum of Solace, Bond opens up to Camille Montes about the death of his former love, recounting the events of Casino Royale. The player follows through the plot of Casino Royale, with Bond infiltrating the Science Center to kill Dimitrios and eventually saving Skyfleet from Carlos and an army of terrorists who have hijacked Miami International Airport. The level concludes with a pitched battle inside the S570's hangar. In an introductory cut-scene the character is identified as Carlos Decameron, an unemployed American electrical engineer and a suspected arsonist and weapons manufacturer.
Listed in the film's credits as simply 'Carlos', the character's (presumably fake) surname is 'Nikolic' according to his police uniform ID tag. The name may be an in-joke reference to set dressing department coordinator Marija Nikolic who notably worked in Casino Royale's Costume and Wardrobe Department.
"
45,/wiki/David_Niven,"David Niven (1910-1983) was a British actor. He plays James Bond in the 1967 spoof Casino Royale, based on the novel of the same. He was the second actor to play the role in a film outside the EON Productions franchise.
James David Graham Niven was born in London to William Edward Graham Niven (1878–1915) and Henrietta Julia Degacher. He was named David for his birth on St. David's Day (1 March). Niven often claimed that he was born in Kirriemuir, in the Scottish county of Angus in 1909, but his birth certificate shows this was not the case.
Henrietta was of French and British ancestry. She was born in Wales, the daughter of army officer William Degacher (1841–1879) by his marriage to Julia Caroline Smith, the daughter of Lieutenant General James Webber Smith. Niven's grandfather William Degacher was killed in the Battle of Isandlwana (1879), during the Zulu War.  Born William Hitchcock, he and his brother Henry had followed the lead of their father, Walter Henry Hitchcock, in assuming their mother's maiden name of Degacher in 1874.
William Niven, David's father, was of Scottish descent; his paternal grandfather, David Graham Niven, (1811–1884) was from St. Martin's, a village in Perthshire. William served in the Berkshire Yeomanry in the First World War and was killed during the Gallipoli Campaign on 21 August 1915. He was buried in Green Hill Cemetery, Turkey in the Special Memorial Section in Plot F. 10.
David's mother Henrietta then married Sir Thomas Comyn-Platt in London in 1917. Graham Lord, in Niv: The Authorised Biography of David Niven, suggested that Comyn-Platt and Mrs. Niven had been having an affair for some time before her husband's death, and that Sir Thomas may well have been David Niven's biological father, a supposition which has some support from her children. A reviewer of Lord's book stated that Lord's photographic evidence showing a strong physical resemblance between Niven and Comyn-Platt ""would appear to confirm these theories, though photographs can often be misleading.”
David Niven had three older siblings:
The source for the dates and places of birth of the above is William Edward Graham Niven's army service record which does not give a place of birth for David, but his birth certificate states Belgrave Mansions, London. The family's country home at Buckland, Carswell Manor, was sold shortly after David's birth.
"
46,/wiki/Eve_Sharma,"Eve Sharma was a fictional British senior field officer of the United Kingdom's domestic security agency, MI5. The character served as an ally and Bond girl in Dynamite Entertainment's second James Bond comic arc, Eidolon, which ran between June 22 and December 28, 2016.
"
47,/wiki/Gebr%C3%BCder_Gumbold,"Gumbold and his brother were Swiss solicitors who operated from an office in Bern, Switzerland. One of his clients was the infamous outlaw, Ernst Stavro Blofeld, who had gone into hiding at his Alpine clinic, Piz Gloria, following the failure of his scheme to blackmail the Western powers with stolen atomic bombs. Between June and August 1969, Gumbold acted as a middle-man in Blofeld's secretive correspondence with the College of Arms in London, as he attempted to legally obtain the title of ""Count Balthazar de Bleuchamp"". James Bond discovered the connection via the Head of the Unione Corse crime syndicate, Marc-Ange Draco, and infiltrated Gumbold's office during his lunch hour. By the time he returned, 007 had cracked his safe and photocopied letters between the parties involved.
"
48,/wiki/Casino_Royale_(2006_soundtrack),"Casino Royale: Original Motion Picture Soundtrack was a soundtrack composed by David Arnold for the 2006 James Bond film, Casino Royale, with Nicholas Dodd orchestrating and conducting the score. It was released by Sony Classical on 14th November 2006.
"
49,/wiki/Blood_Stone,"In 2010, after stopping a terrorist from destroying a fundraiser, Bond is given a new assignment, a scientist who specializes in biological engineering goes missing, presumed dead as his boat was found capsized in the ocean. The US Echelon system picks up a cell phone call that pertains to his disappearance that he is alive and the call was made in Istanbul. Bond is sent to investigate whether it was the scientist or not. Posing as professor of the British Museum, James investigates the foreman's office but was already found out and he manages to escape before the trailer was put in the pit. James manages to head down to the catacombs and heard the scientist reveal codes to a man and is soon killed before Bond could save him. Bond chases down the man who was interrogating him and learns that he was hired to interrogate the scientist by a man named Pomerov.
Using an MI6 cover agent, fashion-designer Nicole Hunter, who has ties to Pomerov, Bond infiltrates a Casino owned by him while Nicole meets with him as a way to get Bond in without Pomerov noticing. Bond finds incriminating evidence in Pomerov's safe, and it's revealed that he had the scientist kidnapped and interrogated to create weaponized biological agents from vaccinations that the scientist was working on but triggers an alarm and fights his way out to Nicole.
Again, using Nicole as cover for Bond's infiltration, he heads to a facility in Siberia to determine whether Pomerov is indeed creating WMDs, and upon learning that such is the case, Bond destroys the facility, hunts Pomerov down, and eliminates him before he can flee the country.
Thought it seems that everything is wrapped up, Bond concludes that some third party tipped MI6 off about what was happening in Istanbul, as the scientist couldn't have made the calls that MI6 believed him to have made, being that he was imprisoned at the time. Bond sets out to discover the who and why.
Finding himself in Bangkok, Bond meets with Colonel Ping who claims to know who was really behind it all: a criminal named Rak. Suddenly, Rak's men attack and kill the officer, but Bond survives and hunts down the assassin, who confirms that Rak has something to do with everything. Unable to find Rak on his own, Bond meets with an old acquaintance while evading the police for causing many property damage in the chase with Ping's assassin before he was killed. He learns of Rak's location. He double-crosses Bond however, and informs Rak that Bond is on his way. Upon finding Rak, Bond is captured and brought to Burma.
In Burma, Rak is about to torture Bond with a jewel-encrusted knife, but is suddenly called away to deal with urgent matters. Bond takes this opportunity to escape, hunt Rak down again, and finally eliminate him. Before his death, Rak informs Bond that he was actually working for someone, stating that he'll offer up who hired him to have the scientist kidnapped in the first place if Bond spares his life, but Bond refuses the offer, as the knife Rak used to torture his victims was encrusted in the same jewels used by Nicole Hunter in her fashion-line.
Bond hunts down Nicole and interrogates her, learning that she, too, was working for a higher organization as a double agent. Nicole says she did it to prove herself to the unknown powerful head of the organization, who she claims is bigger than any organization in the world, including MI6. However, before Bond is able to interrogate her further, an unmanned drone passes by shoots Nicole dead. With no further cues to follow, Bond reports to M, advising her to find a new contact in Monaco, before departing.
Due to the game's intended sequel being cancelled, the identify of the man Nicole was describing at the end of the game was never revealed. However, with the release of Spectre in 2015 and the reveal that the villains of Craig's previous 3 films were all agents of SPECTRE; many have retroactively speculated that the person Nicole was referring to was Ernst Stravro Blofeld, the head of SPECTRE. However, this is highly unlikely to be the case considering MGM didn't regain the rights to SPECTRE and Blofeld until 2013, 3 years after the game was released. 
The game was hinted on April 21, 2010, when a British retailer listed ""Blood Stone"". Two days later Activision was later registering a domain name called bloodstonethegame.com. The game was officially announced on July 16 later that year.
James Bond film writer Bruce Feirstein was chosen to pen the story for the game. The game itself is built on developer Bizarre Creations' Bespoke engine, which was first created for the game The Club. Ben Cooke, who is Daniel Craig's stunt double in the films, has provided the motion capture choreography for Bond's digital animation. He is credited as the game's stunt coordinator.
Joss Stone provides the main title introduction song with an original soundtrack called ""I'll Take it All"".
Blood Stone is a third-person shooter game similar to games like Uncharted, Gears of War and Splinter Cell and with an elements of stealth, similar to Splitner Cell: Conviction, Blood Stone has a ""Focus Aim"" system that lets you accurately shoot enemy which is unlocked by taking an enemy with melee combat.
The game includes three game modes supporting up to 16 people in one match (8v8) with the modes being the standard TDM, Objective and Last Man Standing (Free-For-All) with a few maps like: Silo, Pomarov, Construction Site and others, however during the time of release there were only a total of 1200 players in the leaderboards.
"
50,/wiki/Baron_Sharck,"""S""Baron Sharck, also known as Commissar Sharkface, was a fictional German intelligence operative who spied on behalf of the Soviet Union. The character served as the primary antagonist of the James Bond comic strip, Trouble Spot, which ran in The Daily Express newspapers between December 28, 1971 and June 10, 1972.
During the Second World War, Baron Sharck served as a trusted adviser in Adolf Hitler's Reich. Unbeknownst to the Germans, the baron was secretly an intelligence operative spying on behalf of the Soviet Union. After the fall of Berlin in May 1945, he joined the Red Army; gaining him the moniker, ""Commissar Sharkface"". Some time later, Sharck was tasked with recovering a box containing the skull of double-agent, Piotr Vassilyevitch Grigorov. Grigorov had been spying for the West when he was executed by the Soviets and, in a bid to continue feeding misinformation into the West via Grigorov's pipeline, Sharck was dispatched to recover any evidence of his demise.
The skull was obtained by a spy named Mike Channing, who left the item with his wife in California before he was killed in a car crash en route to the French Riviera. Channing was subsequently impersonated by James Bond, who had also been sent to retrieve the Box. Initially believing Bond to be Channing, Sharck (as ""S"") made contact with him and secretly arranged for the kidnapping of the dead man's girlfriend, Gretta. However, he quickly recognised 007 and attempted to extract the location of the Box from him by threatening to torture the girl. Bond escaped with her and they followed the trail to Belluna, California - closely followed by Sharck.
Shadowing him and unsuccessfully attempting to co-opt 007's assistance, the baron's men planted a tracking device on Bond's car after he made contact with Channing's wife. Sharck and his men followed the group to an excavation site on the coast and were waiting a top the cliff when Bond emerged from a cave with the prize. A long standoff ensued, culminating in the fatal shooting of Gretta. After Sharck radioed for a napalm-equipped helicopter to break the standoff, Bond caused a distraction and hijacked a nearby power shovel; scooping up the baron's car and knocking the helicopter from the sky with its boom arm. Both vehicles were consumed by napalm, violently exploded and toppled over the edge of the cliff. All occupants died in the conflagration.
"
51,/wiki/George_Leech,"Leech, who passed away in 2012, often played henchmen who met their fate at the title character's hand as well as arranging various stuntwork and fight sequences. He provided stunt acting as a Decontamination Technician in Dr. No, as a Q Division Technician in Goldfinger, as one of Emilio Largo's henchmen in Thunderball and stunts in both 1967's Casino Royale and You Only Live Twice.
He also performed a minor stunt as a ski henchman in On Her Majesty's Secret Service, a stunt in Diamonds are Forever involving a mud bath, a role as a Hugo Drax minion in Moonraker and a final stunt as a henchman eaten by a shark in For Your Eyes Only.
Leech was also stunt double of three Bonds. Sean Connery driving the Aston Martin DB5 in Goldfinger, George Lazenby hanging onto the cable car in On Her Majesty's Secret Service and for Roger Moore driving the Lotus in The Spy Who Loved Me. He was also stunt co-ordinator for On Her Majesty's Secret Service and Bob Simmons' assistant throughout his involvement in the James Bond films.
He is the only other known performer besides Burt Kwouk and Terry Richards to appear in both the 1967 Casino Royale parody and You Only Live Twice, both of which came out the same year.
Aside from the Bond franchise, he also portrayed a dead Rebel trooper in Star Wars Episode IV: A New Hope and appeared in the films A Bridge Too Far and Superman.
"
52,/wiki/Carabinieri,"The Carabinieri is the military police force in Italy, which is a separate military branch since 2001. Before 2000, it was part of the Italian ground forces.
Although they also have military duties, the biggest part of the Carabinieri does regular police duties, like in Quantum of Solace: Carabinieri officers notice Bond in his Aston Martin DBS V12 and several henchmen in Alfa Romeo 159s driving at high speed, and shooting at each other.
A Carabinieri SUV pursues them, but soon crashes after a henchman shoots at it with a machine gun.
The Carabinieri also investigate after Bond chased and killed Craig Mitchell in Siena.
"
53,/wiki/Hannes_Oberhauser_(Film),"Hannes Oberhauser was a fictional Austrian climbing and skiing instructor. He is the father of Franz Oberhauser and foster-father of James Bond. The character made a posthumous appearance in the 2015 James Bond film Spectre and was loosely based on a character of the same name from the Ian Fleming short-story Octopussy.
"
54,/wiki/Big_Things,"Big Things, also known as James Bond Vol. 3, was the xxxth Dynamite James Bond comic arc. It was written by Americans writers Vita Ayala and Danny Lore, and illustrated by comic book artists Eric Gapstur and Erica d'Urso. Published by Dynamite Entertainment, the story was serialized across six consecutive issues between 4th December 2019 and 13th May 2020, and was later collected into a 2021 hardcover edition.
The comic continues Dynamite's modern takes on villains, with Mr. Big. Previous villains were Goldfinger and Oddjob, and Blofeld would follow.  
"
55,/wiki/Domino_Vitali,"Born in Bolzano in the Italian Tyrol, she is an Italian beauty who was send by her parents to school in England at Cheltenham Ladies' College (the same school attended by Ian Fleming's wife Ann) and then studied acting at the Royal Academy of Dramatic Art until being forced to return to Italy after her parents' tragic death in a train wreck where she became an actress and used the stage name Vitali. While in Italy she also became Emilio Largo's mistress whom she calls a ""guardian"" of no relation.
Bond meets Domino while in Nassau. She is staying on Largo's yacht, the Disco Volante, and believes Largo is in the area on a treasure hunt. For reasons she does not understand Largo makes her stay on land while he and his partners (whom she describes as shareholders) go prospecting for the hidden treasure. She also tells Bond that she has never been able to see the map that they use.
Although Bond is successful in engaging Domino in conversation, she snubs him, but later agrees to meet with him again when she returns to land. She also becomes testy when Bond uses her given name, Dominetta, and bluntly tells him to call her 'Domino'. When Bond and Domino meet again at the casino later, she has entirely changed. She tells Bond that she is tired of watching Largo show off and letting him use her. She explains to Bond that she is trapped like a bird in a gilded cage.
Domino ultimately escapes as Largo attempts to carry out his plan. During a battle with Bond, while he is focused on 007, she appears behind him and shoots him in the neck with a harpoon from a spear gun, avenging her brother and for what he had previously done to her.
"
56,/wiki/002_(The_Living_Daylights),"Virtually nothing is known about agent 002. He is one of three 00 operatives (the others being 007 and 004) sent on a training mission to evade British SAS patrols and penetrate the radar installations on Gibraltar. All three parachute from a Lockheed C-130 Hercules and, upon landing, his parachute gets entangled in a tree, causing him to be discovered instantly by a guard, shot in the back with a paintball gun and disqualified.
"
57,/wiki/Carver_Media_Group_Network,"The CMGN started off as a newspaper enterprise owned by Carver's biological father, Lord Roverman. Upon finding out from his adoptive parents that he was the true heir to the Roverman fortune, Carver set out to claim what was rightfully his. Gathering embarrassing and incriminating evidence (in the novelisation, of his biological father's sexual fantasies), Carver blackmailed Roverman into suicide but not before having him rewrite his will to suit Carver's desires. After winning a lengthy court battle with Roverman's wife and daughter, Carver successfully acquired all of Roverman's assets. Branding the company under his own image and having prior experience with the tabloid and broadcasting industries during his youth in Hong Kong, Carver expanded into many media ventures such as news, television, film, print and radio industries, even using his own newspaper ""Tomorrow"" to detail events of danger and outrage for ratings.
Unknown to the public, CMGN is responsible for many scandals that they report to the world for ratings. This was shown during a meeting between Carver and his executives about their business adventures, with Jeff Hobbs reporting of ""floods in Pakistan, riots in Paris, and a plane in California"" that they set up, Philip Jones reporting that he's got all the new Carver software filled with bugs so that customers will be forced to pay for upgrades for years, and Tom Wallace agreeing to blackmail the U.S. President in signing a bill lowering cable rates by threatening to doctor and release a video of him with a cheerleader in the Chicago hotel room - and having said tape released anyway after the signing.
It wasn't until 1997 when Carver decides to provoke a war between England and China, as the Chinese government refused to sell their broadcasting rights to CMGN, making them the only country to refuse Carver's broadcasting rights. To that end, Carver employs a corrupt Chinese general named Chang, who sold him stealth material to create a stealth boat. Using the stealth boat (commandeered by Richard Stamper and Captain Scott) Carver arranged for the sinking of a British frigate, HMS Devonshire, and the murder of all its crew, Scott even ordered a missile on one of the Chinese MIGs to pin the blame of the attack on the Chinese Air Force. Carver also arranges for Henry Gupta to use a stolen American GPS encoder to intercept and erase the ship's current location from the GPS system in order for Scott and his divers to steal a large missile from the sunken ship.
With the brink of war at hand, Carver takes the opportunity to host his network's celebratory launch in Hamburg, but this wasn't the case when James Bond sabotaged the broadcast by causing a blackout in the studio, causing great embarrassment to Carver. After catching on to Bond's occupation as a secret agent and learning that his own wife Paris had a relationship with him, Carver arranges for Dr. Kaufman to kill the young woman in hopes to draw Bond out and pin the blame on him, though this failed when Bond angrily kills Kaufman, by forcing the assassin to shoot himself in the head with his own gun, in revenge for Paris' death.
After recovering the stolen decoder for the Americans, Bond soon learns that Carver is planning to launch the stolen missile into Beijing, which will start off World War III, between Britain and China, and that the CMGN is planning to make a profit by covering the event with their media resources. Around the same time, Chinese agent Wai Lin takes wind of Chang's allegiance with Carver and comes to the same conclusion, learning that Chang will take over the Chinese government and grant the CMGN broadcasting rights for the next hundred years.
Working together, Bond and Lin send messages about the CMGN's true plot to their governments before tracing down the stealth boat's previous location at Ha Long Bay, where they took down many of Carver's men to their deaths. After killing Carver, Bond implanted detonators on the missile before escaping with Lin, killing a pinned Stamper and destroying the stealth boat in the process.
It can be implied that the CMGN would be put under investigation and presumably be shut down due to Carver's plot being exposed and foiled, tarnishing its reputation as a direct result.
"
58,/wiki/Elektra%27s_Estate,"Elektra's Estate was a fictional villa owned by billionaire oil heiress Elektra King in The World is Not Enough.
Elektra owns this property in Baku, Azerbaijan. Since she identifies more with her maternal Azerbaijani heritage, she prefers to stay here rather than in the familie's Scottish home, Glen Darrock Estate.
Although the house for sure has plenty of rooms, the bedroom is the most prominent one, as it appears three times during the movie. It is a large, luxurious room, with green walls, completed by golden decorations. One door leads to the hallway, while the other one leads to Elektra's study.
Apart from the large bed, there is a small table located in the middle of the room, with photographs of her ancestors on it.
Located right next to her bedroom, Elektra has a small study, with access to a balcony.
The stairs leading up to Elektra's bedroom originate from a hall. Little is seen, but a piano is visible.
A large garden area belongs to the villa. Near the main entrance (Davidov is able to go there by car), an unspectacular barrack has been set up, serving as a office for security guards.
The gardens are very large, and feature some hedgemazes. The whole compound is patroled by guards armed with submachine guns and dogs.
Exterior views of the estate show Küçüksu Palace, located in the Beykoz neighborhood of Istanbul, Turkey. The same building is also visible in the background in From Russia with Love. Unlike in the movie, this Otoman era building (completed in 1857) was used as an excursion palace, and not for overnight stays.
Interior scenes were filmed at Luton Hoo Estate, Bedfordshire. The building was completed in 1767. Never Say Never Again was also filmed here.
"
59,/wiki/Akakievich%27s_Soldier,"One of the Soldiers at the ICBM base in Kazakhstan was a fictional unnamed man who appeared briefly in the 1999 James Bond film, The World Is Not Enough. The actor or stuntman who played him remains unknown.
Serving under the direct command of Colonel Akakievich, this soldier accompanies his superior (together with another soldier) when he confronts Bond inside the old missile silo. He aims his Makarov PM at Bond and tells him to get on his knees.
When Colonel Akakievich decides to check everybody found inside the silo, Renard and his henchmen open fire, killing the Colonel and the second soldier in the progress.
Bond uses the distraction to kick this soldier and take away his Makarov. Renard uses his FN P90 submachine gun to shoot the soldier's leg. When he gets up again, he is killed by a burst from another P90, this time fired by Renard's Kazakhstan Henchman 1.
"
60,/wiki/Circus_Spectator,"The Circus Spectator was a fictional unnamed Soviet soldier who appeared brielfy in the 1983 James Bond film Octopussy. The actor who played him remains unknown.
This soldier visits the Octopussy circus in Karl-Marx-Stadt, just like many other Soviet and East German military personnel. When James Bond stands up to get a closer look, the soldier complains in Russian and urges Bond to take the seat next to him.
"
61,/wiki/Hans_Wolf,"Hans Wolf was a minor character in the 1981 film For Your Eyes Only.
He was the West German biathlon champion who took part of the on the biathlon course in Cortina. Erich Kriegler was one his opponent.
"
62,/wiki/Chevrolet,"Chevrolet ( /ʃɛvrəˈleɪ/), also known as Chevy (/ˈʃɛvi/), is an American brand of vehicle produced by General Motors (GM). Chevrolet was founded by Louis Chevrolet and ousted GM founder William C. Durant on November 3, 1911, and later acquired by General Motors in 1918. Chevrolet was positioned by Alfred Sloan to sell a lineup of mainstream vehicles to directly compete against Henry Ford's Model T in the 1920s, with ""Chevrolet"" or ""Chevy"" being at times synonymous with GM. In North America, Chevrolet sells and produces a wide variety of automobiles, from subcompact cars to medium-duty commercial trucks, whereas in Europe, the brand name is used on automobiles produced in Korea by General Motors.
"
63,/wiki/Heckler_%26_Koch_P11,"The P11 underwater pistol appears in the game as the ""Korsakov K5 Dart Gun"", and is most notably used in the ""Night Shift"" level to subdue guards without killing them or raising an alarm. Contrary to the real weapon, it only fires non-lethal tranquilizer darts instead of special-purpose underwater bullets.
"
